Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-534,Verify Chrome - Maximize Username is invalid during network failure,Test Case,Low,To Do,7,Web App,"Chrome,Decision Table,Regression",Automation Team,QA Team,"Verify Chrome - Maximize Username is invalid during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Username field
3. Clear Username with test data
4. Submit Next button
5. Verify is invalid

**Expected Result:** Username is invalid","1. Navigate to app.vwo.com
2. Maximize Username field
3. Clear Username with test data
4. Submit Next button
5. Verify is invalid",Username is invalid,Decision Table,Boundary
TC-535,Verify Performance - Download Text Area is outside range with concurrent requests,Test Case,Low,To Do,2,Web App,"Performance,Positive,Regression",Unassigned,QA Team,"Verify Performance - Download Text Area is outside range with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Text Area field
3. Fill in Text Area with test data
4. Click Submit button
5. Verify is outside range

**Expected Result:** Text Area is outside range","1. Navigate to app.vwo.com
2. Download Text Area field
3. Fill in Text Area with test data
4. Click Submit button
5. Verify is outside range",Text Area is outside range,Positive,Valid
TC-536,Verify Safari - Delete Answer is not selected with multiple tabs,Test Case,Low,To Do,6,Web App,"Safari,Negative,Regression",QA Team,QA Team,"Verify Safari - Delete Answer is not selected with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete Answer field
3. Leave Answer with test data
4. Select Next button
5. Verify is not selected

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Delete Answer field
3. Leave Answer with test data
4. Select Next button
5. Verify is not selected",Error message 'Page not found' is displayed,Negative,Invalid
TC-537,Verify API Integration - Refresh Confirm Password is within range with valid data,Test Case,Low,To Do,6,Web App,"API Integration,Boundary,Regression",QA Team,QA Team,"Verify API Integration - Refresh Confirm Password is within range with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Refresh Confirm Password field
3. Clear Confirm Password with test data
4. Click Save button
5. Verify is within range

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Refresh Confirm Password field
3. Clear Confirm Password with test data
4. Click Save button
5. Verify is within range",Success message is displayed,Boundary,Boundary
TC-538,Verify Loading States - Download Radio Button is optional with page refresh,Test Case,Medium,To Do,7,Web App,"Loading States,Smoke,Regression",QA Team,QA Team,"Verify Loading States - Download Radio Button is optional with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Radio Button field
3. Leave Radio Button with test data
4. Submit Login button
5. Verify is optional

**Expected Result:** Error message 'Try again later' is displayed","1. Navigate to app.vwo.com
2. Download Radio Button field
3. Leave Radio Button with test data
4. Submit Login button
5. Verify is optional",Error message 'Try again later' is displayed,Smoke,Null
TC-539,Verify API Integration - Click State is disabled with page refresh,Test Case,Low,To Do,2,Web App,"API Integration,Negative,Regression",Automation Team,QA Team,"Verify API Integration - Click State is disabled with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click State field
3. Leave State with test data
4. Select Save button
5. Verify is disabled

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Click State field
3. Leave State with test data
4. Select Save button
5. Verify is disabled",Data is saved successfully,Negative,Valid
TC-540,Verify Firefox - Drag First Name is selected with invalid data,Test Case,Medium,To Do,8,Web App,"Firefox,Use Case,Regression",Automation Team,QA Team,"Verify Firefox - Drag First Name is selected with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag First Name field
3. Clear First Name with test data
4. Select Register button
5. Verify is selected

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Drag First Name field
3. Clear First Name with test data
4. Select Register button
5. Verify is selected",User is redirected to dashboard,Use Case,Valid
TC-541,Verify Tablet View - Clear Zip Code is invalid with valid data,Test Case,High,To Do,7,Web App,"Tablet View,UI,Regression",QA Team,QA Team,"Verify Tablet View - Clear Zip Code is invalid with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Zip Code field
3. Leave Zip Code with test data
4. Submit Next button
5. Verify is invalid

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Clear Zip Code field
3. Leave Zip Code with test data
4. Submit Next button
5. Verify is invalid",Success message is displayed,UI,Valid
TC-542,Verify Forgot Password - Drop Email is outside range with concurrent requests,Test Case,High,To Do,5,Web App,"Forgot Password,Usability,Regression",Unassigned,QA Team,"Verify Forgot Password - Drop Email is outside range with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Email field
3. Leave Email with test data
4. Click Next button
5. Verify is outside range

**Expected Result:** Email is outside range","1. Navigate to app.vwo.com
2. Drop Email field
3. Leave Email with test data
4. Click Next button
5. Verify is outside range",Email is outside range,Usability,Valid
TC-543,Verify Timeouts - Click Checkbox is disabled with browser back button,Test Case,Low,To Do,2,Web App,"Timeouts,Compatibility,Regression",Automation Team,QA Team,"Verify Timeouts - Click Checkbox is disabled with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Checkbox field
3. Leave Checkbox with test data
4. Select Cancel button
5. Verify is disabled

**Expected Result:** Error message 'This field is required' is displayed","1. Navigate to app.vwo.com
2. Click Checkbox field
3. Leave Checkbox with test data
4. Select Cancel button
5. Verify is disabled",Error message 'This field is required' is displayed,Compatibility,Invalid
TC-544,Verify Login - Blur Dropdown is invalid with XSS,Test Case,Low,To Do,2,Web App,"Login,Functional,Regression",Automation Team,QA Team,"Verify Login - Blur Dropdown is invalid with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Dropdown field
3. Leave Dropdown with test data
4. Submit Submit button
5. Verify is invalid

**Expected Result:** Dropdown is invalid","1. Navigate to app.vwo.com
2. Blur Dropdown field
3. Leave Dropdown with test data
4. Submit Submit button
5. Verify is invalid",Dropdown is invalid,Functional,Invalid
TC-545,Verify Dashboard - Download Address is outside range with expired session,Test Case,Medium,To Do,6,Web App,"Dashboard,Positive,Regression",QA Team,QA Team,"Verify Dashboard - Download Address is outside range with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Address field
3. Leave Address with test data
4. Submit Login button
5. Verify is outside range

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Download Address field
3. Leave Address with test data
4. Submit Login button
5. Verify is outside range",Success message is displayed,Positive,Null
TC-546,Verify Cache - Close Search Box is enabled during network failure,Test Case,High,To Do,1,Web App,"Cache,Smoke,Regression",Unassigned,QA Team,"Verify Cache - Close Search Box is enabled during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close Search Box field
3. Clear Search Box with test data
4. Click Submit button
5. Verify is enabled

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Close Search Box field
3. Clear Search Box with test data
4. Click Submit button
5. Verify is enabled",User is redirected to dashboard,Smoke,Invalid
TC-547,Verify Logout - Navigate Zip Code is less than with maximum characters,Test Case,Medium,To Do,4,Web App,"Logout,Regression,Regression",QA Team,QA Team,"Verify Logout - Navigate Zip Code is less than with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Zip Code field
3. Leave Zip Code with test data
4. Submit Login button
5. Verify is less than

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Navigate Zip Code field
3. Leave Zip Code with test data
4. Submit Login button
5. Verify is less than",Data is saved successfully,Regression,Boundary
TC-548,Verify Session Storage - Drag First Name is outside range with slow connection,Test Case,Low,To Do,3,Web App,"Session Storage,Compatibility,Regression",QA Team,QA Team,"Verify Session Storage - Drag First Name is outside range with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag First Name field
3. Leave First Name with test data
4. Submit Submit button
5. Verify is outside range

**Expected Result:** First Name is outside range","1. Navigate to app.vwo.com
2. Drag First Name field
3. Leave First Name with test data
4. Submit Submit button
5. Verify is outside range",First Name is outside range,Compatibility,Valid
TC-549,Verify Cross-Browser - Scroll Phone Number is disabled with special characters,Test Case,Medium,To Do,2,Web App,"Cross-Browser,Usability,Regression",Automation Team,QA Team,"Verify Cross-Browser - Scroll Phone Number is disabled with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Scroll Phone Number field
3. Leave Phone Number with test data
4. Submit Submit button
5. Verify is disabled

**Expected Result:** Phone Number is disabled","1. Navigate to app.vwo.com
2. Scroll Phone Number field
3. Leave Phone Number with test data
4. Submit Submit button
5. Verify is disabled",Phone Number is disabled,Usability,Null
TC-550,Verify Desktop View - Verify Last Name is less than with leading spaces,Test Case,Medium,To Do,5,Web App,"Desktop View,UI,Regression",QA Team,QA Team,"Verify Desktop View - Verify Last Name is less than with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Last Name field
3. Leave Last Name with test data
4. Select Cancel button
5. Verify is less than

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Verify Last Name field
3. Leave Last Name with test data
4. Select Cancel button
5. Verify is less than",Data is saved successfully,UI,Null
